clip_id	split	folder	cat	item	source	start	end	duration	n_words	text	ipa	low_share	has_digits	has_latin	asr_ok	tts_ok
184_165032_0353	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2603.9	2611.55	7.65	17	א ריזיגע פלעסלאנט. אבער זיי זעען נישט יעדן טאג קיין דרייצן מיליאן דאלאר אריבערגיין. ניין, בכלל נישט.	a rˈiziɡə fləslˈant. ˈɔbər zaj zˈɛən niʃt jejdn tuɡ kan drajʦn miljˈɔn dˈɔlar arˈibərɡajn. najn, bəxlˈaːl niʃt.	0.118	False	False	True	True
184_165032_0354	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2611.5	2618.45	6.95	15	די צווייטע גרעסטע טרענסוועקשאן וואס איז אמאל געווען אויף אידי איז געווען די 5.9 מיליאן דאלאר.	də ʦvˈajtə ɡrˈɛstə trˈɛnsvəkʃan vus iz amˈul ɡəvˈejn oʊf ˈidi iz ɡəvˈejn də miljˈɔn dˈɔlar.	0.133	True	False	False	False
184_165032_0355	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2618.4	2625.75	7.35	22	פארוואס קוקן זיי נישט אריין אין דעם דעמאלטס? סאו ס'איז א ריזיגע בחינה ביי זיי. די זאך איז אז ס'איז זייערע פלעפערן,	farvˈus kikn zaj niʃt arˈaːn in dejm dˈɛmalʦ ? sɔ siz a rˈiziɡə bxˈinə baː zaj. də zax iz az siz zˈajərə flˈɛfərn,	0.182	False	False	True	True
184_165032_0356	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2625.7	2632.85	7.15	18	זיי קענען נישט אפילו ארויסקומען אז אויף אידי קענען טון וואס מ'וויל, אז מ'קען זיך נישט מאכן, יא?	zaj kˈɛnən niʃt afˈilə arˈoʊskimən az oʊf ˈidi kˈɛnən tin vus mvil, az mˈɛkən zix niʃt maxn, ju ?	0.056	False	False	True	True
184_165032_0357	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2632.8	2646.25	13.45	33	אזוי ווי ס'האט זיך געמאכט א זאך אז אפאר מענטשן גייען אנהייבן ווייזן ווידיאוס ווי זיי גייען קויפן האלידעי בעגס אין טארגעט, און נאך די האלידעי קומען זיי און זיי געבן עס צוריק.	azˈɔj vi səhˈut zix ɡəmˈaxt a zax az apˈur mɛnʧn ɡˈajən ˈunhajbn vajzn vˈidiis vi zaj ɡˈajən kɔjfn hˈalidaj bɛɡs in tˈarɡət, in nux də hˈalidaj kˈimən zaj in zaj ɡejbn ɛs ʦirˈik.	0.152	False	False	True	True
184_165032_0358	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2646.2	2657.55	11.35	7	ווי אזוי וואלט מען דאס געדארפט אנגענומען?	vi azˈɔj vɔlt mɛn dus ɡədˈarft ˈunɡənimən ?	0.0	False	False	True	True
184_165032_0359	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2657.5	2661.85	4.35	13	ווייל איך קוק נישט אן קיין טאנער סענדערס פאר צוויי וואכן בלי נדר.	vaːl ix kik niʃt un kan tˈanər sˈɛndərs far ʦvaj vɔxn bli nˈajdər.	0.077	False	False	True	True
184_165032_0360	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2661.8	2675.95	14.15	27	הגאון רבי אברהם ישעיה סאלאווייטשיק, בריסקער ראש ישיבה, ברוך השם, איז צוריקגעגאנגען פארלערנען די וואך דעם שיעור, די ערשטע מאל נאכדעם וואס ס'איז געווען שוועריגקייטן אין געזונט.	hɡin rˈɛbə ˈavrum jəʃˈaːə sˈalavajʧik, brˈiskər rɔjʃ jəʃˈivə, bˈurəx haʃˈɛm, iz ʦirˈikɡəɡanɡən farlˈirnən də vɔx dejm ʃˈiər, də ˈɛrʃtə mul nuxdˈejm vus siz ɡəvˈejn ʃvˈɛriɡkaːtn in ɡəzˈint.	0.074	False	False	True	True
184_165032_0361	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2675.9	2676.85	0.95	4	וואס נאך איז נייעס?	vus nux iz nˈaːjəs ?	0.0	False	False	True	False
184_165032_0362	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2676.8	2689.55	12.75	40	ס'איז געווען נעבעך אפאר טראגעדיעס די וואך אין בית שמש, א חשוב'ער תולדות אהרן יונגערמאן, ר' אנשיל פיש, און נעבעך אוועק א קליין יונגעלע פון אן עקסידענט, און היינט איז געווען א שטעכעריי אין א הויז פון א צערודערטע פארשוין.	siz ɡəvˈejn nˈɛbəx apˈur trˈaɡədiəs də vɔx in bajs ʃˈamuʃ, a xˈuʃivər tˈɔjldɔjs arn jˈinɡərman, rajʃ ˈanʃil fiʃ, in nˈɛbəx avˈɛk a klajn jˈinɡələ fin un əksidˈɛnt, in haːnt iz ɡəvˈejn a ʃtˈɛxəraj in a hoʊz fin a ʦərˈidərtə farʃˈɔjn.	0.325	False	False	True	False
184_165032_0363	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2689.5	2691.65	2.15	4	וואס נאך איז נייעס?	vus nux iz nˈaːjəs ?	0.0	False	False	True	True
184_165032_0364	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2691.6	2709.35	17.75	37	און גאר אינטערעסאנט, אז די וואך איז דאך געווען, מ'האט דאך דערמאנט פריער די נייעס פון איראן, האט מיר א איד געוויזן א קעפל פון די צייטונג פון צוואנציג יאר צוריק, פרשת שופטים, פאריגע וואך, ממש יעצט.	in ɡur intərəsˈant, az də vɔx iz dɔx ɡəvˈejn, mhut dɔx dərmˈant frˈiər də nˈaːjəs fin irˈan, hut mir a jid ɡəvˈizn a kɛfl fin də ʦˈajtinɡ fin ʦvˈanʦiɡ jur ʦirˈik, pˈarʃis ʃˈuftim, furˈiɡə vɔx, mˈamiʃ jɛʦt.	0.189	False	False	True	False
184_165032_0365	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2709.3	2721.25	11.95	23	"פארשידענע נייעס, די מעין נייעס אויפ'ן פראנט פעידזש איז ""איראן איז גרייט אויף ערנסטע נוקלעאר געשפרעכן, איז נישט גרייט צו סוספענדן נוקלעאר פראגראם""."	farʃˈidənə nˈaːjəs, də majn nˈaːjəs afn frant fajʤ iz irˈan iz ɡrajt oʊf ˈɛrnstə nˈikləar ɡəʃprˈɛxn, iz niʃt ɡrajt ʦi sˈisfəndn nˈikləar prˈɔɡram	0.348	False	False	True	False
184_165032_0366	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2721.2	2727.25	6.05	16	זאגט מיר דער איד, די זעלבע נייעס קען שטיין אין די היינטיגע נומער די היינטיגע צייט.	zuɡt mir dɛr jid, də zˈɛlbə nˈaːjəs kɛn ʃtajn in də hˈajntiɡə nˈimər də hˈajntiɡə ʦaːt.	0.0	False	False	True	True
184_165032_0367	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2727.2	2738.65	11.45	29	טראכט איך צו מיר אין א חודש אלול'דיגע מחשבה, וואס האב איך געדארפט צוזאמליינען די אלע נייעס במשך די אלע יארן, אויב אלעס איז מער ווייניגער א גלגל החוזר?	traxt ix ʦi mir in a xˈɔjdəʃ ˈalildiɡə maxaʃˈuvə, vus hub ix ɡədˈarft ʦˈizamlajnən də ˈalə nˈaːjəs bˈɛməʃəx də ˈalə jurn, ɔjb ˈaləs iz mɛr vˈajniɡər a ɡalɡl haxˈɔjzajr ?	0.241	False	False	True	True
184_165032_0368	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2738.6	2746.15	7.55	26	"וואלט איך אין די צייט געקענט לערנען מער מסכתות פון ש""ס און מער סימנים אין שולחן ערוך און עפעס מער אויפטון. שוין, ברויך מען תשובה טון."	vɔlt ix in də ʦaːt ɡəkˈɛnt lˈirnən mɛr masˈɛxsɔjs fin ʃas in mɛr sˈimnim in ʃilxn ˈɛrix in ˈɛpəs mɛr ˈoʊftin. ʃɔjn, broʊx mɛn ʧˈivə tin.	0.077	False	False	True	True
184_165032_0369	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2746.1	2746.95	0.85	3	זייער זייער שיין.	zˈajər zˈajər ʃajn.	0.0	False	False	True	False
184_165032_0370	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2746.9	2762.35	15.45	46	און מ'דארף טאקע בעטן רחמי שמים אויף הגאון הצדיק, דער באקאנטער לוחם מלחמות השם, ר' חיים יוסף בן אסתר רבקה, דער רב דאטלאס פון קרית יואל, גאר אן קונטרסן דארט אין ירושלים, ער האט געהאט א שווערע עקסידענט אין סוואניג די וואך, און רבים צריכים לו.	in mdaf tˈakə bejtn raxˈamaj ʃmim oʊf hɡin hˈaʦadik, dɛr bakˈantər lˈɔjxajm milxˈumɔjs haʃˈɛm, rajʃ xˈajim jˈɔsəf bɛn ˈɛstajr rˈivkə, dɛr ruv dˈatlas fin kˈirjas jˈɔjəl, ɡur un kintrsn dɔrt in jəruʃulˈajim, ɛr hut ɡəhˈat a ʃvˈɛrə əksidˈɛnt in svˈaniɡ də vɔx, in rˈabim ʦrˈixim li.	0.261	False	False	True	False
184_165032_0371	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2762.3	2765.95	3.65	7	חיים יוסף בן אסתר רבקה, רפואה שלימה.	xˈajim jˈɔsəf bɛn ˈɛstajr rˈivkə, rəfˈiə ʃlˈimə.	0.286	False	False	True	True
184_165032_0372	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2765.9	2781.95	16.05	34	"מ'דארף אויך מתפלל זיין פאר וואדקא של אדמו""ר מטאהש שליט""א פון בארא פארק, א ידיד בית קול מבשר, כסדר אויפגעטרעטן מיט הכנסת אורחים, הרב הצדיק רבי ברוך, רבים צריכים לו, יפעל לו השם דבר."	mdaf ɔjx mispˈalajl zaːn far vˈadka ʃɛl ˈaləf dˈuləd mɛm vuv rajʃ mtaʃ ʃlˈitə fin barˈa park, a jˈɛdid bajs kul məvˈasajr, kasˈajdɛr ˈɔjfɡətrətn mit haknˈɛsɛs ˈɔjrxim, harˈaːv hˈaʦadik rˈɛbə bˈurəx, rˈabim ʦrˈixim li, ˈifəl li haʃˈɛm dˈuvur.	0.382	False	False	True	False
184_165032_0373	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2781.9	2791.25	9.35	23	"דער גליון ""שבת בשבתו"" וואס קומט ארויס דורך מחזיקי הדת אין אנטווערפן, האט אפגעצייכנט די וואך דרייסיג גאנצע יאר. ס'איז געווען לאנג, ווייסט?"	dɛr ɡljin ʃˈabəs bʃˈabəsi vus kimt arˈoʊs dˈɔrəx maxazˈikaj hˈadus in ˈantvərfn, hut ˈɔpɡəʦajxnt də vɔx drˈajsiɡ ɡˈanʦə jur. siz ɡəvˈejn laːnɡ, vajst ?	0.217	False	False	True	True
184_165032_0374	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2791.2	2796.95	5.75	8	דרייסיג יאר מיט אנדערע פרישע זאכן. דרייסיג יאר.	drˈajsiɡ jur mit ˈandərə frˈiʃə zaxn. drˈajsiɡ jur.	0.0	False	False	True	True
184_165032_0375	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2796.9	2804.15	7.25	23	און אז ס'איז געבוירן געווארן דער דריטער פרה אדומה אין ארץ ישראל, איז נישט קיין אתחלתא דגאולה. לאמיר נאך הערן איבער מער פרטים.	in az siz ɡəbˈɔjrn ɡəvˈɔrn dɛr drˈitər pˈurə ˈadimə in ˈɛrəʦ jisrˈuəl, iz niʃt kan asxˈalsu dɡˈilə. lˈɔmir nux hirn ˈibər mɛr frtim.	0.217	False	False	True	True
184_165032_0376	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2804.1	2822.65	18.55	58	ס'איז דא אין ארץ ישראל דא א מכון המקדש, און ווען איינער ווייסט אז ס'איז דא א פרה אדומה, גרייטן זיי עס אן, און זיי באשטעטיגן עס, און זיי האבן באשטעטיגט די וואך אז ס'איז דא דריי פרה אדומות וואס איז אשר לא עלה עליה עול, אן א מום, גרייט צו מאכן די אפר פרה אדומה לטהר טמאים.	siz du in ˈɛrəʦ jisrˈuəl du a mxin hamˈikduʃ, in vɛn ˈajnər vajst az siz du a pˈurə ˈadimə, ɡrajtn zaj ɛs un, in zaj baʃtˈɛtiɡn ɛs, in zaj hubn baʃtˈɛtiɡt də vɔx az siz du draj pˈurə ˈadvmɔjs vus iz ˈuʃər lɔj ˈɛlə ˈɛli ul, un a mim, ɡrajt ʦi maxn də afr pˈurə ˈadimə ltˈahajr tmaːm.	0.259	False	False	True	False
184_165032_0377	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2822.6	2826.15	3.55	1	וואו.	vi.	0.0	False	False	True	True
184_165032_0378	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2826.1	2834.15	8.05	19	אינטערעסאנט אז די רויט וואס דו זעסט אין די פיקטשער איז נישט די רויט פון די מחנה אפרים ביכל.	intərəsˈant az də rɔjt vus di zɛst in də fˈikʧər iz niʃt də rɔjt fin də maxanˈajə əfrˈujim bixl.	0.158	False	False	True	True
184_165032_0379	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2834.1	2843.15	9.05	21	איך מיין, א פרה אדומה זאגט ברוין. זעט אויס, דאס זאג איך עס. אזוי שטעלט זיך ארויס? יא, איך בין ברוין.	ix maːn, a pˈurə ˈadimə zuɡt brɔjn. zejt oʊs, dus zuɡ ix ɛs. azˈɔj ʃtɛlt zix arˈoʊs ? ju, ix bin brɔjn.	0.143	False	False	True	True
184_165032_0380	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2843.1	2850.65	7.55	21	יא, ווייל אונז האבן צוגעוואוינט צו זען א רויטע פיקטשער, אזוי ווי רויט רויט רויט, און דאס איז בכלל נישט אזוי.	ju, vaːl inz hubn ʦˈiɡəvɔjnt ʦi zejn a rˈɔjtə fˈikʧər, azˈɔj vi rɔjt rɔjt rɔjt, in dus iz bəxlˈaːl niʃt azˈɔj.	0.143	False	False	True	True
184_165032_0381	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2850.6	2853.55	2.95	1	יא.	ju.	0.0	False	False	True	True
184_165032_0382	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2853.5	2874.15	20.65	50	אז מ'רעדט פון קאלירן, ווייסט היינט איז דא הערליכע מחזורים, א ספאנסעריי פון מפואר וואס האט אריינבאקומען הערליכע קאלירן און הערליכע סטיילס, און מ'קען דזשאדזשן א בוק ביי איר סקאווער אינעווייניג איז אויך הערליך, פון שיינע שיינע מחזורים אויף וואס מ'קען איינקויפן פאר חתנים, פאר כלות, פאר די ימים נוראים.	az mrɛdt fin kˈalirn, vajst haːnt iz du hˈɛrləxə maxazˈɔjrim, a sfˈansəraj fin mfˈiar vus hut arˈaːnbakimən hˈɛrləxə kˈalirn in hˈɛrləxə stajls, in mˈɛkən ʤaʤn a bik baː ir skˈavər ˈinəvajniɡ iz ɔjx hˈɛrləx, fin ʃˈajnə ʃˈajnə maxazˈɔjrim oʊf vus mˈɛkən ˈaːnkɔjfn far xasˈunim, far kˈalɔjs, far də ˈimim nˈiraːm.	0.3	False	False	False	False
184_165032_0383	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2874.1	2880.45	6.35	14	גייטס אריין אין א לאקאל מפואר געשעפט און קויפטס זיך איין א שיינע מחזור.	ɡajʦ arˈaːn in a lˈakal mfˈiar ɡəʃˈɛft in kɔjfʦ zix ajn a ʃˈajnə mˈaxzər.	0.429	False	False	True	False
184_165032_0384	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2880.4	2889.05	8.65	25	זאג מיר עפעס וואס דו האסט לעצטנס געקויפט ביים מפואר. קודם כל, איך האב געקויפט מחזורים פאר מיין חתן, הערליכע מחזורים, מפורש, זייער זייער שיין.	zuɡ mir ˈɛpəs vus di hust lɛʦtns ɡəkˈɔjft bam mfˈiar. kˈɔjdəm kɔl, ix hub ɡəkˈɔjft maxazˈɔjrim far maːn xusn, hˈɛrləxə maxazˈɔjrim, mfirʃ, zˈajər zˈajər ʃajn.	0.24	False	False	True	True
184_165032_0385	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2889.0	2896.85	7.85	23	איך ווער אבנארמאל, איך גיי ממש גאגא פאר זייער סערוויס, וואס זיי געבן זיך אפ ממש ווי יעדן איינעם ווי אן איינציג קינד.	ix vɛr ˈabnarmal, ix ɡaj mˈamiʃ ɡˈaɡa far zˈajər sˈɛrvis, vus zaj ɡejbn zix ɔp mˈamiʃ vi jejdn ˈajnəm vi un ˈajnʦiɡ kind.	0.13	False	False	True	True
184_165032_0386	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2896.8	2902.35	5.55	20	און מיין זון האט חתונה געהאט א שטיק צייט צוריק, האב איך געקויפט דארט טליתים מיט קיטלעך און מיט זאכן.	in maːn zin hut xˈasənə ɡəhˈat a ʃtik ʦaːt ʦirˈik, hub ix ɡəkˈɔjft dɔrt talˈisim mit kˈitləx in mit zaxn.	0.15	False	False	True	True
184_165032_0387	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2902.3	2911.05	8.75	18	און דער חתן קומט אריין, און ממש די גאנצע סטאר שטעלט זיך אפ ווען א חתן איז דארט.	in dɛr xusn kimt arˈaːn, in mˈamiʃ də ɡˈanʦə star ʃtɛlt zix ɔp vɛn a xusn iz dɔrt.	0.111	False	False	True	True
184_165032_0388	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2911.0	2918.15	7.15	20	אלעס הייבט זיך אן דרייען ארום אים. וואס? אלעס הייבט זיך אן דרייען ארום אים. יא, ארום אים. ס'איז מורא'דיג.	ˈaləs hajbt zix un drˈajən arˈim ejm. vus ? ˈaləs hajbt zix un drˈajən arˈim ejm. ju, arˈim ejm. siz mˈiradiɡ.	0.05	False	False	True	True
184_165032_0389	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2918.1	2925.25	7.15	14	און יעדע זאך איז פערפעקט און געמאכט פונקטליך לויט זיין סטייל, לויט זיין גאנג.	in jˈɛdə zax iz fˈɛrfəkt in ɡəmˈaxt fˈinktləx loʊt zaːn stajl, loʊt zaːn ɡanɡ.	0.214	False	False	True	True
184_165032_0390	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2925.2	2930.25	5.05	10	און נישט קיין וואונדער, דו ביסט ביי מפורש די לידער.	in niʃt kan vˈindər, di bist baː mfirʃ də lˈidər.	0.2	False	False	True	True
184_165032_0391	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2930.2	2936.05	5.85	17	אין א געשעפט, מענטשן ווילן מער די סערוויס ווי די אייטעם. יא, יא, מ'וויל זיך פילן אימפארטענט.	in a ɡəʃˈɛft, mɛnʧn viln mɛr də sˈɛrvis vi də ˈajtəm. ju, ju, mvil zix filn imfartˈɛnt.	0.294	False	False	True	True
184_165032_0392	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2936.0	2942.95	6.95	11	אהה. ס'איז נישט וואס דו געסט, ס'איז וויאזוי דו געסט עס.	a. siz niʃt vus di ɡɛst, siz vizˈɔj di ɡɛst ɛs.	0.091	False	False	True	True
184_165032_0393	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2942.9	2949.95	7.05	26	יא, למשל וויאזוי מ'געבט אפ א מזל טוב פאר ר' יצחק פריעד פון שפיץ און אייזבארג פון קול מבשר וואס האט געהאט א קינד די וואך.	ju, ləmˈuʃl vizˈɔj mɡɛbt ɔp a mazl tɔjv far rajʃ jˈiʦxuk frˈiəd fin ʃpiʦ in ˈajzbarɡ fin kul məvˈasajr vus hut ɡəhˈat a kind də vɔx.	0.269	False	False	True	True
184_165032_0394	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2949.9	2964.65	14.75	46	צו וויאזוי מ'געבט אפ א מזל טוב פאר משפחת רובינשטיין, די משפחה פון דעם באקאנטן עסקן ר' אהרן דוד רובינשטיין, דער אומפארגעסליכער עסקן פון קרית יואל, וואס זיין טייערער זון מרדכי, מרדכי ידע את כל אשר נעשה, וואס ער האט חתונה געהאט נעכטן בשעה טובה ומוצלחת.	ʦi vizˈɔj mɡɛbt ɔp a mazl tɔjv far miʃpˈaxas rˈibinʃtajn, də miʃpˈuxə fin dejm bakˈantn ˈajsəkn rajʃ arn dˈuvid rˈibinʃtajn, dɛr ˈimfarɡəsləxər ˈajsəkn fin kˈirjas jˈɔjəl, vus zaːn tˈajərər zin mˈurtxə, mˈurtxə ˈidə ɛs kɔl ˈuʃər nˈɛʃə, vus ɛr hut xˈasənə ɡəhˈat nɛxtn bʃə tˈɔjvə imiʦlˈaxas.	0.174	False	False	True	True
184_165032_0395	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2964.6	2970.45	5.85	14	ר' אהרן דוד איז געווען פון די גרעסטע עסקנים אין קרית יואל, מ'געדענקט דאס.	rajʃ arn dˈuvid iz ɡəvˈejn fin də ɡrˈɛstə ˈɛsknim in kˈirjas jˈɔjəl, mɡədˈɛnkt dus.	0.071	False	False	True	True
184_165032_0396	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2970.4	2976.65	6.25	20	איך האב געגעבן א מזל טוב דא פאר אברהם יוסף גאלדלאנג, מיין נעפיו. אברהם יוסף גאלדלאנג? מיין קאזין. מיין קאזין.	ix hub ɡəɡˈɛbn a mazl tɔjv du far ˈavrum jˈɔsəf ɡˈaldlanɡ, maːn nˈɛfji. ˈavrum jˈɔsəf ɡˈaldlanɡ ? maːn kˈazin. maːn kˈazin.	0.3	False	False	True	True
184_165032_0397	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2976.6	2982.05	5.45	23	איך ווייס נישט אויף וואס אידן קענען ענדיגן דא, באט איך געב א מזל טוב פשוט ווייל ער האט חתונה געמאכט די וואך.	ix vajs niʃt oʊf vus jidn kˈɛnən ˈɛndiɡn du, bat ix ɡɛb a mazl tɔjv pˈuʃit vaːl ɛr hut xˈasənə ɡəmˈaxt də vɔx.	0.087	False	False	True	True
184_165032_0398	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2982.0	2990.35	8.35	12	און זיין טאטע איז אוועק, ר' נפתלי איז אוועק דעם מוצאי שבת.	in zaːn tˈatə iz avˈɛk, rajʃ naftˈuli iz avˈɛk dejm mˈuʦə ʃˈabəs.	0.167	False	False	True	True
184_165032_0399	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2990.3	2994.05	3.75	14	און די גאנצע משפחה האט זיך נישט געקענט משתתף זיין געהעריג אין די שמחה.	in də ɡˈanʦə miʃpˈuxə hut zix niʃt ɡəkˈɛnt miʃtˈatajf zaːn ɡəhˈɛriɡ in də sˈimxə.	0.071	False	False	True	True
184_165032_0400	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	2994.0	3001.55	7.55	26	מיר האבן געהאט א חתונה אין אונזער משפחה, איינע פון מיינע שוואגערס, וואס דער טאטע, דער אבי הכלה, איז געווען אין די שבעה, געטאנצן מיט פאפוטשן.	mir hubn ɡəhˈat a xˈasənə in ˈinzər miʃpˈuxə, ˈajnə fin mˈaːnə ʃvˈaɡərs, vus dɛr tˈatə, dɛr ˈabi hakˈalə, iz ɡəvˈejn in də ʒbə, ɡətˈanʦn mit fˈafiʧn.	0.231	False	False	True	True
184_165032_0401	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	3001.5	3009.95	8.45	26	איך געדענק ר' מרדכי דוד עסטרייכער האט ארויסגעברענגט ביי די בדחנות, ער האט געבויט ארום דעם חובת הלבבות פון א חסיד, איז אבלו בלבו וצהלתו בפניו.	ix ɡədˈɛnk rajʃ mˈurtxə dˈuvid ˈɛstrajxər hut arˈoʊzɡəbrənɡt baː də badxˈunɔjs, ɛr hut ɡəbˈoʊt arˈim dejm xˈɔjvas halvˈuvɔjs fin a xˈusid, iz ˈabli blbi ˈiʦhlsi bfnji.	0.308	False	False	True	False
184_165032_0402	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	3009.9	3019.65	9.75	37	"סתם די עבודה פון א איד אין אזא מין צייט, ווען די תורה זאגט, די זעלבע תורה וואס זאגט אז דו זאלסט שבעה זיצן ל""ע, זאגט אז דו מעגסט טאנצן. ר' נפתלי איז געווען א קאזין מיינער."	stam də avˈɔjdə fin a jid in azˈa min ʦaːt, vɛn də tˈɔjrə zuɡt, də zˈɛlbə tˈɔjrə vus zuɡt az di zulst ʒbə ziʦn lˈaməd ˈajən, zuɡt az di mɛɡst tanʦn. rajʃ naftˈuli iz ɡəvˈejn a kˈazin mˈajnər.	0.189	False	False	True	True
184_165032_0403	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	3019.6	3028.95	9.35	29	ער איז געווען א לאנגיעריגער מלמד וואס האט זיך אראפגעלאזט צו יעדן קינד מן האור אל העם, ממלוא מבני המלה. ער איז געווען א גוטער מענטש, אן ערליכער מענטש.	ɛr iz ɡəvˈejn a lˈanɡiəriɡər mlˈamajd vus hut zix arˈupɡəlɔzt ʦi jejdn kind min hir al hɛm, mmlˈia mbni hamˈilə. ɛr iz ɡəvˈejn a ɡˈitər mɛnʧ, un ˈɛrləxər mɛnʧ.	0.276	False	False	True	True
184_165032_0404	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	3028.9	3036.25	7.35	23	ס'איז דא בילדער ווי ער זיצט אויף די פלאר און ער שפילט מיט תלמידים, מיט א תלמיד וואס האט נישט גוט געפילט נעבעך.	siz du bˈildər vi ɛr ziʦt oʊf də flar in ɛr ʃpilt mit talmˈidim, mit a tˈalmid vus hut niʃt ɡit ɡəfˈilt nˈɛbəx.	0.217	False	False	True	True
184_165032_0405	train	dresdner_shmeltzer_184	184	165032	184_165032_דרעזדנער-שמעלצער שמועס	3036.2	3043.05	6.85	20	און אז אידן זענען געווען אין תפיסה, האט ער יעדע וואך געשיקט א בריוו. יעדע וואך איז ער געווען אזא...	in az jidn zˈɛnən ɡəvˈejn in tfˈisə, hut ɛr jˈɛdə vɔx ɡəʃˈikt a briv. jˈɛdə vɔx iz ɛr ɡəvˈejn azˈa	0.1	False	False	True	True
